"Site","Year","QuadID","Species","Cover","Treatment","Seeding07","Seeding06","SEED","Growth Habit","Duration","US Nativity","Seeded"
"Pigeon",2009,"PB-45-3","Rock",0.00,"B","NS","SD","2006","Substrate",,,
"Pigeon",2009,"PB-45-3","Rubus discolor",2.00,"B","NS","SD","2006","Shrub","Perennial","Exotic",
"Pigeon",2009,"PB-45-3","Rumex acetosella",1.00,"B","NS","SD","2006","Forb","Perennial","Exotic",
"Pigeon",2009,"PB-45-3","Sherardia arvensis",2.00,"B","NS","SD","2006","Forb","Annual","Exotic",
"Pigeon",2009,"PB-45-3","Torilis arvensis",0.10,"B","NS","SD","2006","Forb","Annual","Exotic",
"Pigeon",2009,"PB-45-3","Trifolium dubium",0.10,"B","NS","SD","2006","Forb","Annual","Exotic",
"Pigeon",2009,"PB-45-3","Veronica arvensis",0.00,"B","NS","SD","2006","Forb","Annual","Exotic",
"Pigeon",2009,"PB-45-3","Vicia hirsuta",0.00,"B","NS","SD","2006","Forb","Annual","Exotic",
"Pigeon",2009,"PB-45-3","Vicia prob sativa",2.00,"B","NS","SD","2006","Forb","Annual","Exotic",
"Pigeon",2009,"PB-45-3","Vicia sativa",0.00,"B","NS","SD","2006","Forb","Annual","Exotic",
"Pigeon",2009,"PB-45-4","Achillea millefolium",0.30,"B","SD","SD","Both","Forb","Perennial","Native","Yes"
"Pigeon",2009,"PB-45-4","Aira caryophyllea",3.00,"B","SD","SD","Both","Graminoid","Annual","Exotic",
"Pigeon",2009,"PB-45-4","Arrhenatherum elatius",1.00,"B","SD","SD","Both","Graminoid","Perennial","Exotic",
"Pigeon",2009,"PB-45-4","Bare Soil",80.00,"B","SD","SD","Both","Substrate",,,
"Pigeon",2009,"PB-45-4","Brodiaea",1.50,"B","SD","SD","Both","Forb","Perennial","Native",
"Pigeon",2009,"PB-45-4","Bromus carinatus",0.00,"B","SD","SD","Both","Graminoid","Perennial","Native",
"Pigeon",2009,"PB-45-4","Calystegia atriplicifolia",20.00,"B","SD","SD","Both","Forb","Perennial","Native",
"Pigeon",2009,"PB-45-4","Cardamine oligosperma",0.10,"B","SD","SD","Both","Forb","Perennial","Native",
"Pigeon",2009,"PB-45-4","Cerastium glomeratum",0.50,"B","SD","SD","Both","Forb","Annual","Exotic",
"Pigeon",2009,"PB-45-4","Cirsium vulgare",0.00,"B","SD","SD","Both","Forb","Perennial","Exotic",
"Pigeon",2009,"PB-45-4","Crepis capillaris",0.00,"B","SD","SD","Both","Forb","Perennial","Exotic",
"Pigeon",2009,"PB-45-4","Cynosurus echinatus",1.30,"B","SD","SD","Both","Graminoid","Annual","Exotic",
"Pigeon",2009,"PB-45-4","Dactylis glomerata",0.00,"B","SD","SD","Both","Graminoid","Perennial","Exotic",
"Pigeon",2009,"PB-45-4","Danthonia californica",0.00,"B","SD","SD","Both","Graminoid","Perennial","Native","Yes"
"Pigeon",2009,"PB-45-4","Daucus carota",4.00,"B","SD","SD","Both","Forb","Perennial","Exotic",
"Pigeon",2009,"PB-45-4","Elymus glaucus",0.00,"B","SD","SD","Both","Graminoid","Perennial","Native",
"Pigeon",2009,"PB-45-4","Epilobium brachycarpum",0.40,"B","SD","SD","Both","Forb","Annual","Native",
"Pigeon",2009,"PB-45-4","Eriophyllum lanatum",0.80,"B","SD","SD","Both","Forb","Perennial","Native","Yes"
"Pigeon",2009,"PB-45-4","Festuca arundinaceae",0.00,"B","SD","SD","Both","Graminoid","Perennial","Exotic",
"Pigeon",2009,"PB-45-4","Galium divaricatum",5.00,"B","SD","SD","Both","Forb","Annual","Exotic",
"Pigeon",2009,"PB-45-4","Holcus lanatus",0.00,"B","SD","SD","Both","Graminoid","Perennial","Exotic",
"Pigeon",2009,"PB-45-4","Hypericum perforatum",0.10,"B","SD","SD","Both","Forb","Perennial","Exotic",
"Pigeon",2009,"PB-45-4","Lichen",0.00,"B","SD","SD","Both","Substrate",,,
"Pigeon",2009,"PB-45-4","Litter",7.00,"B","SD","SD","Both","Substrate",,,
"Pigeon",2009,"PB-45-4","Lomatium utriculatum",0.20,"B","SD","SD","Both","Forb","Perennial","Native","Yes"
"Pigeon",2009,"PB-45-4","Lotus micranthus",0.30,"B","SD","SD","Both","Forb","Annual","Native",
"Pigeon",2009,"PB-45-4","Luzula comosa",0.30,"B","SD","SD","Both","Graminoid","Perennial","Native",
"Pigeon",2009,"PB-45-4","Moss",2.00,"B","SD","SD","Both","Substrate",,,
"Pigeon",2009,"PB-45-4","Myosotis discolor",0.30,"B","SD","SD","Both","Forb","Perennial","Exotic",
"Pigeon",2009,"PB-45-4","Nemophila pedunculata",2.00,"B","SD","SD","Both","Forb","Annual","Native",
"Pigeon",2009,"PB-45-4","Parentucellia viscosa",0.10,"B","SD","SD","Both","Forb","Annual","Exotic",
"Pigeon",2009,"PB-45-4","Plectritis congesta",0.10,"B","SD","SD","Both","Forb","Annual","Native","Yes"
"Pigeon",2009,"PB-45-4","Ranunculus occidentalis",0.30,"B","SD","SD","Both","Forb","Perennial","Native","Yes"
"Pigeon",2009,"PB-45-4","Rock",0.00,"B","SD","SD","Both","Substrate",,,
"Pigeon",2009,"PB-45-4","Rubus discolor",0.20,"B","SD","SD","Both","Shrub","Perennial","Exotic",
"Pigeon",2009,"PB-45-4","Sherardia arvensis",3.00,"B","SD","SD","Both","Forb","Annual","Exotic",
"Pigeon",2009,"PB-45-4","Torilis arvensis",0.00,"B","SD","SD","Both","Forb","Annual","Exotic",
"Pigeon",2009,"PB-45-4","Veronica arvensis",0.70,"B","SD","SD","Both","Forb","Annual","Exotic",
"Pigeon",2009,"PB-45-4","Vicia americana",0.00,"B","SD","SD","Both","Forb","Perennial","Native",
"Pigeon",2009,"PB-45-4","Vicia hirsuta",0.00,"B","SD","SD","Both","Forb","Annual","Exotic",
"Pigeon",2009,"PB-45-4","Vicia prob sativa",0.30,"B","SD","SD","Both","Forb","Annual","Exotic",
"Pigeon",2009,"PB-45-4","Vicia sativa",0.00,"B","SD","SD","Both","Forb","Annual","Exotic",
"Pigeon",2009,"PB-46-1","Achillea millefolium",3.00,"D","SD","SD","Both","Forb","Perennial","Native","Yes"
"Pigeon",2009,"PB-46-1","Agoseris grandiflora",0.00,"D","SD","SD","Both","Forb","Perennial","Native",
"Pigeon",2009,"PB-46-1","Aira caryophyllea",0.40,"D","SD","SD","Both","Graminoid","Annual","Exotic",
"Pigeon",2009,"PB-46-1","Annual Bromus",0.10,"D","SD","SD","Both","Graminoid","Annual","Exotic",
"Pigeon",2009,"PB-46-1","Arrhenatherum elatius",5.00,"D","SD","SD","Both","Graminoid","Perennial","Exotic",
"Pigeon",2009,"PB-46-1","Bare Soil",50.00,"D","SD","SD","Both","Substrate",,,
"Pigeon",2009,"PB-46-1","Brodiaea",1.00,"D","SD","SD","Both","Forb","Perennial","Native",
"Pigeon",2009,"PB-46-1","Calystegia atriplicifolia",15.00,"D","SD","SD","Both","Forb","Perennial","Native",
"Pigeon",2009,"PB-46-1","Cardamine oligosperma",0.10,"D","SD","SD","Both","Forb","Perennial","Native",
"Pigeon",2009,"PB-46-1","Cerastium glomeratum",1.50,"D","SD","SD","Both","Forb","Annual","Exotic",
"Pigeon",2009,"PB-46-1","Crepis capillaris",1.30,"D","SD","SD","Both","Forb","Perennial","Exotic",
"Pigeon",2009,"PB-46-1","Danthonia californica",0.20,"D","SD","SD","Both","Graminoid","Perennial","Native","Yes"
"Pigeon",2009,"PB-46-1","Daucus carota",12.00,"D","SD","SD","Both","Forb","Perennial","Exotic",
"Pigeon",2009,"PB-46-1","Elymus glaucus",1.00,"D","SD","SD","Both","Graminoid","Perennial","Native",
"Pigeon",2009,"PB-46-1","Epilobium brachycarpum",0.10,"D","SD","SD","Both","Forb","Annual","Native",
"Pigeon",2009,"PB-46-1","Eriophyllum lanatum",0.50,"D","SD","SD","Both","Forb","Perennial","Native","Yes"
"Pigeon",2009,"PB-46-1","Festuca roemeri",0.10,"D","SD","SD","Both","Graminoid","Perennial","Native","Yes"
"Pigeon",2009,"PB-46-1","Galium divaricatum",0.00,"D","SD","SD","Both","Forb","Annual","Exotic",
"Pigeon",2009,"PB-46-1","Holcus lanatus",0.20,"D","SD","SD","Both","Graminoid","Perennial","Exotic",
"Pigeon",2009,"PB-46-1","Hypericum perforatum",0.20,"D","SD","SD","Both","Forb","Perennial","Exotic",
"Pigeon",2009,"PB-46-1","Leucanthemum vulgare",0.70,"D","SD","SD","Both","Forb","Perennial","Exotic",
"Pigeon",2009,"PB-46-1","Lichen",0.00,"D","SD","SD","Both","Substrate",,,
"Pigeon",2009,"PB-46-1","Litter",35.00,"D","SD","SD","Both","Substrate",,,
"Pigeon",2009,"PB-46-1","Lomatium utriculatum",0.40,"D","SD","SD","Both","Forb","Perennial","Native","Yes"
"Pigeon",2009,"PB-46-1","Lotus micranthus",0.70,"D","SD","SD","Both","Forb","Annual","Native",
"Pigeon",2009,"PB-46-1","Luzula comosa",1.00,"D","SD","SD","Both","Graminoid","Perennial","Native",
"Pigeon",2009,"PB-46-1","Madia gracilis",1.50,"D","SD","SD","Both","Forb","Annual","Native",
"Pigeon",2009,"PB-46-1","Moss",2.00,"D","SD","SD","Both","Substrate",,,
"Pigeon",2009,"PB-46-1","Myosotis discolor",0.20,"D","SD","SD","Both","Forb","Perennial","Exotic",
"Pigeon",2009,"PB-46-1","Nemophila pedunculata",0.10,"D","SD","SD","Both","Forb","Annual","Native",
"Pigeon",2009,"PB-46-1","Parentucellia viscosa",0.10,"D","SD","SD","Both","Forb","Annual","Exotic",
"Pigeon",2009,"PB-46-1","Plectritis congesta",0.30,"D","SD","SD","Both","Forb","Annual","Native","Yes"
"Pigeon",2009,"PB-46-1","Poa pratensis",0.10,"D","SD","SD","Both","Graminoid","Perennial","Exotic",
"Pigeon",2009,"PB-46-1","Ranunculus occidentalis",1.00,"D","SD","SD","Both","Forb","Perennial","Native","Yes"
"Pigeon",2009,"PB-46-1","Rock",0.00,"D","SD","SD","Both","Substrate",,,
"Pigeon",2009,"PB-46-1","Rosa eglanteria",5.00,"D","SD","SD","Both","Shrub","Perennial","Exotic",
"Pigeon",2009,"PB-46-1","Rumex acetosella",0.40,"D","SD","SD","Both","Forb","Perennial","Exotic",
"Pigeon",2009,"PB-46-1","Sherardia arvensis",2.00,"D","SD","SD","Both","Forb","Annual","Exotic",
"Pigeon",2009,"PB-46-1","Taraxacum laevigatum",1.20,"D","SD","SD","Both","Forb","Perennial","Exotic",
"Pigeon",2009,"PB-46-1","Taraxacum officinale",0.00,"D","SD","SD","Both","Forb","Perennial","Exotic",
"Pigeon",2009,"PB-46-1","Torilis arvensis",0.00,"D","SD","SD","Both","Forb","Annual","Exotic",
"Pigeon",2009,"PB-46-1","Veronica arvensis",1.30,"D","SD","SD","Both","Forb","Annual","Exotic",
"Pigeon",2009,"PB-46-1","Vicia hirsuta",0.40,"D","SD","SD","Both","Forb","Annual","Exotic",
"Pigeon",2009,"PB-46-1","Vicia prob sativa",0.40,"D","SD","SD","Both","Forb","Annual","Exotic",
"Pigeon",2009,"PB-46-1","Vicia sativa",0.10,"D","SD","SD","Both","Forb","Annual","Exotic",
"Pigeon",2009,"PB-46-2","Achillea millefolium",5.00,"D","NS","SD","2006","Forb","Perennial","Native","Yes"
"Pigeon",2009,"PB-46-2","Agoseris grandiflora",0.20,"D","NS","SD","2006","Forb","Perennial","Native",
"Pigeon",2009,"PB-46-2","Aira caryophyllea",1.00,"D","NS","SD","2006","Graminoid","Annual","Exotic",
"Pigeon",2009,"PB-46-2","Annual Bromus",0.10,"D","NS","SD","2006","Graminoid","Annual","Exotic",
"Pigeon",2009,"PB-46-2","Arrhenatherum elatius",15.00,"D","NS","SD","2006","Graminoid","Perennial","Exotic",
"Pigeon",2009,"PB-46-2","Bare Soil",20.00,"D","NS","SD","2006","Substrate",,,
"Pigeon",2009,"PB-46-2","Brodiaea",0.50,"D","NS","SD","2006","Forb","Perennial","Native",
"Pigeon",2009,"PB-46-2","Bromus carinatus",1.70,"D","NS","SD","2006","Graminoid","Perennial","Native",
"Pigeon",2009,"PB-46-2","Calystegia atriplicifolia",14.00,"D","NS","SD","2006","Forb","Perennial","Native",
"Pigeon",2009,"PB-46-2","Cerastium glomeratum",0.80,"D","NS","SD","2006","Forb","Annual","Exotic",
"Pigeon",2009,"PB-46-2","Crepis capillaris",1.20,"D","NS","SD","2006","Forb","Perennial","Exotic",
"Pigeon",2009,"PB-46-2","Cynosurus echinatus",0.00,"D","NS","SD","2006","Graminoid","Annual","Exotic",
"Pigeon",2009,"PB-46-2","Daucus carota",5.00,"D","NS","SD","2006","Forb","Perennial","Exotic",
"Pigeon",2009,"PB-46-2","Elymus glaucus",0.00,"D","NS","SD","2006","Graminoid","Perennial","Native",
"Pigeon",2009,"PB-46-2","Epilobium brachycarpum",0.10,"D","NS","SD","2006","Forb","Annual","Native",
"Pigeon",2009,"PB-46-2","Eriophyllum lanatum",0.20,"D","NS","SD","2006","Forb","Perennial","Native","Yes"
"Pigeon",2009,"PB-46-2","Festuca roemeri",0.30,"D","NS","SD","2006","Graminoid","Perennial","Native","Yes"
"Pigeon",2009,"PB-46-2","Galium divaricatum",0.20,"D","NS","SD","2006","Forb","Annual","Exotic",
"Pigeon",2009,"PB-46-2","Holcus lanatus",0.20,"D","NS","SD","2006","Graminoid","Perennial","Exotic",
"Pigeon",2009,"PB-46-2","Hypericum perforatum",0.20,"D","NS","SD","2006","Forb","Perennial","Exotic",
"Pigeon",2009,"PB-46-2","Hypochaeris radicata",0.10,"D","NS","SD","2006","Forb","Perennial","Exotic",
"Pigeon",2009,"PB-46-2","Leucanthemum vulgare",0.30,"D","NS","SD","2006","Forb","Perennial","Exotic",
"Pigeon",2009,"PB-46-2","Lichen",0.00,"D","NS","SD","2006","Substrate",,,
"Pigeon",2009,"PB-46-2","Litter",70.00,"D","NS","SD","2006","Substrate",,,
"Pigeon",2009,"PB-46-2","Lomatium utriculatum",0.50,"D","NS","SD","2006","Forb","Perennial","Native","Yes"
"Pigeon",2009,"PB-46-2","Lotus micranthus",1.50,"D","NS","SD","2006","Forb","Annual","Native",
"Pigeon",2009,"PB-46-2","Luzula comosa",1.40,"D","NS","SD","2006","Graminoid","Perennial","Native",
"Pigeon",2009,"PB-46-2","Madia gracilis",1.60,"D","NS","SD","2006","Forb","Annual","Native",
"Pigeon",2009,"PB-46-2","Moss",0.50,"D","NS","SD","2006","Substrate",,,
"Pigeon",2009,"PB-46-2","Myosotis discolor",0.40,"D","NS","SD","2006","Forb","Perennial","Exotic",
"Pigeon",2009,"PB-46-2","Nemophila pedunculata",0.50,"D","NS","SD","2006","Forb","Annual","Native",
"Pigeon",2009,"PB-46-2","Parentucellia viscosa",0.40,"D","NS","SD","2006","Forb","Annual","Exotic",
"Pigeon",2009,"PB-46-2","Plectritis congesta",0.00,"D","NS","SD","2006","Forb","Annual","Native","Yes"
"Pigeon",2009,"PB-46-2","Ranunculus occidentalis",2.00,"D","NS","SD","2006","Forb","Perennial","Native","Yes"
"Pigeon",2009,"PB-46-2","Rock",0.00,"D","NS","SD","2006","Substrate",,,
"Pigeon",2009,"PB-46-2","Rosa eglanteria",9.00,"D","NS","SD","2006","Shrub","Perennial","Exotic",
"Pigeon",2009,"PB-46-2","Rumex acetosella",0.40,"D","NS","SD","2006","Forb","Perennial","Exotic",
"Pigeon",2009,"PB-46-2","Sherardia arvensis",2.00,"D","NS","SD","2006","Forb","Annual","Exotic",
"Pigeon",2009,"PB-46-2","Taraxacum officinale",0.30,"D","NS","SD","2006","Forb","Perennial","Exotic",
"Pigeon",2009,"PB-46-2","Torilis arvensis",0.00,"D","NS","SD","2006","Forb","Annual","Exotic",
"Pigeon",2009,"PB-46-2","Veronica arvensis",0.30,"D","NS","SD","2006","Forb","Annual","Exotic",
"Pigeon",2009,"PB-46-2","Vicia americana",0.30,"D","NS","SD","2006","Forb","Perennial","Native",
"Pigeon",2009,"PB-46-2","Vicia hirsuta",0.00,"D","NS","SD","2006","Forb","Annual","Exotic",
"Pigeon",2009,"PB-46-2","Vicia sativa",0.50,"D","NS","SD","2006","Forb","Annual","Exotic",
"Pigeon",2009,"PB-46-3","Achillea millefolium",5.00,"D","SD","NS","2007","Forb","Perennial","Native","Yes"
"Pigeon",2009,"PB-46-3","Agoseris grandiflora",0.10,"D","SD","NS","2007","Forb","Perennial","Native",
"Pigeon",2009,"PB-46-3","Agrostis",0.10,"D","SD","NS","2007","Graminoid","Perennial","Exotic",
"Pigeon",2009,"PB-46-3","Aira caryophyllea",0.20,"D","SD","NS","2007","Graminoid","Annual","Exotic",
"Pigeon",2009,"PB-46-3","Arrhenatherum elatius",6.00,"D","SD","NS","2007","Graminoid","Perennial","Exotic",
"Pigeon",2009,"PB-46-3","Bare soil",70.00,"D","SD","NS","2007","Substrate",,,
"Pigeon",2009,"PB-46-3","Brodiaea",2.00,"D","SD","NS","2007","Forb","Perennial","Native",
"Pigeon",2009,"PB-46-3","Bromus secalinus",0.00,"D","SD","NS","2007","Graminoid","Annual","Exotic",
"Pigeon",2009,"PB-46-3","Calystegia atriplicifolia",20.00,"D","SD","NS","2007","Forb","Perennial","Native",
"Pigeon",2009,"PB-46-3","Cardamine oligosperma",1.00,"D","SD","NS","2007","Forb","Perennial","Native",
"Pigeon",2009,"PB-46-3","Cerastium glomeratum",2.00,"D","SD","NS","2007","Forb","Annual","Exotic",
"Pigeon",2009,"PB-46-3","Crepis capillaris",2.00,"D","SD","NS","2007","Forb","Perennial","Exotic",
"Pigeon",2009,"PB-46-3","Cynosurus echinatus",0.20,"D","SD","NS","2007","Graminoid","Annual","Exotic",
"Pigeon",2009,"PB-46-3","Danthonia californica",0.10,"D","SD","NS","2007","Graminoid","Perennial","Native","Yes"
"Pigeon",2009,"PB-46-3","Daucus carota",2.00,"D","SD","NS","2007","Forb","Perennial","Exotic",
"Pigeon",2009,"PB-46-3","Elymus glaucus",1.50,"D","SD","NS","2007","Graminoid","Perennial","Native",
"Pigeon",2009,"PB-46-3","Epilobium brachycarpum",0.10,"D","SD","NS","2007","Forb","Annual","Native",
"Pigeon",2009,"PB-46-3","Eriophyllum lanatum",0.10,"D","SD","NS","2007","Forb","Perennial","Native","Yes"
"Pigeon",2009,"PB-46-3","Festuca roemeri",0.10,"D","SD","NS","2007","Graminoid","Perennial","Native","Yes"
"Pigeon",2009,"PB-46-3","Galium divaricatum",0.10,"D","SD","NS","2007","Forb","Annual","Exotic",
"Pigeon",2009,"PB-46-3","Holcus lanatus",0.00,"D","SD","NS","2007","Graminoid","Perennial","Exotic",
"Pigeon",2009,"PB-46-3","Hypericum perforatum",0.50,"D","SD","NS","2007","Forb","Perennial","Exotic",
"Pigeon",2009,"PB-46-3","Hypochaeris radicata",0.10,"D","SD","NS","2007","Forb","Perennial","Exotic",
"Pigeon",2009,"PB-46-3","Leucanthemum vulgare",0.20,"D","SD","NS","2007","Forb","Perennial","Exotic",
"Pigeon",2009,"PB-46-3","Lichen",0.00,"D","SD","NS","2007","Substrate",,,
"Pigeon",2009,"PB-46-3","Litter",20.00,"D","SD","NS","2007","Substrate",,,
"Pigeon",2009,"PB-46-3","Lomatium utriculatum",0.10,"D","SD","NS","2007","Forb","Perennial","Native","Yes"
"Pigeon",2009,"PB-46-3","Lotus micranthus",0.10,"D","SD","NS","2007","Forb","Annual","Native",
"Pigeon",2009,"PB-46-3","Luzula comosa",0.50,"D","SD","NS","2007","Graminoid","Perennial","Native",
"Pigeon",2009,"PB-46-3","Madia gracilis",0.10,"D","SD","NS","2007","Forb","Annual","Native",
"Pigeon",2009,"PB-46-3","Malus fusca",0.30,"D","SD","NS","2007","Shrub","Perennial","Native",
"Pigeon",2009,"PB-46-3","Moss",2.00,"D","SD","NS","2007","Substrate",,,
"Pigeon",2009,"PB-46-3","Myosotis discolor",0.40,"D","SD","NS","2007","Forb","Perennial","Exotic",
"Pigeon",2009,"PB-46-3","Parentucellia viscosa",0.10,"D","SD","NS","2007","Forb","Annual","Exotic",
"Pigeon",2009,"PB-46-3","Plectritis congesta",0.20,"D","SD","NS","2007","Forb","Annual","Native","Yes"
"Pigeon",2009,"PB-46-3","Ranunculus occidentalis",0.10,"D","SD","NS","2007","Forb","Perennial","Native","Yes"
"Pigeon",2009,"PB-46-3","Rock",0.00,"D","SD","NS","2007","Substrate",,,
"Pigeon",2009,"PB-46-3","Rosa eglanteria",0.10,"D","SD","NS","2007","Shrub","Perennial","Exotic",
"Pigeon",2009,"PB-46-3","Rumex acetosella",0.30,"D","SD","NS","2007","Forb","Perennial","Exotic",
"Pigeon",2009,"PB-46-3","Sherardia arvensis",0.10,"D","SD","NS","2007","Forb","Annual","Exotic",
"Pigeon",2009,"PB-46-3","Torilis arvensis",0.00,"D","SD","NS","2007","Forb","Annual","Exotic",
"Pigeon",2009,"PB-46-3","Veronica arvensis",0.20,"D","SD","NS","2007","Forb","Annual","Exotic",
"Pigeon",2009,"PB-46-3","Vicia hirsuta",0.00,"D","SD","NS","2007","Forb","Annual","Exotic",
"Pigeon",2009,"PB-46-3","Vicia prob sativa",0.10,"D","SD","NS","2007","Forb","Annual","Exotic",
"Pigeon",2009,"PB-46-3","Vicia sativa",0.00,"D","SD","NS","2007","Forb","Annual","Exotic",
"Pigeon",2009,"PB-46-4","Agoseris grandiflora",0.00,"D","NS","NS","NS","Forb","Perennial","Native",
"Pigeon",2009,"PB-46-4","Aira caryophyllea",0.70,"D","NS","NS","NS","Graminoid","Annual","Exotic",
"Pigeon",2009,"PB-46-4","Arrhenatherum elatius",10.00,"D","NS","NS","NS","Graminoid","Perennial","Exotic",
"Pigeon",2009,"PB-46-4","Bare Soil",45.00,"D","NS","NS","NS","Substrate",,,
"Pigeon",2009,"PB-46-4","Brodiaea",0.30,"D","NS","NS","NS","Forb","Perennial","Native",
"Pigeon",2009,"PB-46-4","Bromus carinatus",0.00,"D","NS","NS","NS","Graminoid","Perennial","Native",
"Pigeon",2009,"PB-46-4","Calystegia atriplicifolia",15.00,"D","NS","NS","NS","Forb","Perennial","Native",
"Pigeon",2009,"PB-46-4","Cardamine oligosperma",0.20,"D","NS","NS","NS","Forb","Perennial","Native",
"Pigeon",2009,"PB-46-4","Carex tumulicola",2.00,"D","NS","NS","NS","Graminoid","Perennial","Native",
"Pigeon",2009,"PB-46-4","Cerastium glomeratum",0.20,"D","NS","NS","NS","Forb","Annual","Exotic",
"Pigeon",2009,"PB-46-4","Cirsium vulgare",0.50,"D","NS","NS","NS","Forb","Perennial","Exotic",
"Pigeon",2009,"PB-46-4","Crepis capillaris",1.30,"D","NS","NS","NS","Forb","Perennial","Exotic",
"Pigeon",2009,"PB-46-4","Cruciata pedemontana",0.10,"D","NS","NS","NS","Forb","Perennial","Exotic",
"Pigeon",2009,"PB-46-4","Dactylis glomerata",0.00,"D","NS","NS","NS","Graminoid","Perennial","Exotic",
"Pigeon",2009,"PB-46-4","Danthonia californica",0.00,"D","NS","NS","NS","Graminoid","Perennial","Native","Yes"
"Pigeon",2009,"PB-46-4","Daucus carota",5.00,"D","NS","NS","NS","Forb","Perennial","Exotic",
"Pigeon",2009,"PB-46-4","Elymus glaucus",0.00,"D","NS","NS","NS","Graminoid","Perennial","Native",
"Pigeon",2009,"PB-46-4","Epilobium brachycarpum",0.10,"D","NS","NS","NS","Forb","Annual","Native",
"Pigeon",2009,"PB-46-4","Festuca roemeri",0.00,"D","NS","NS","NS","Graminoid","Perennial","Native","Yes"
"Pigeon",2009,"PB-46-4","Galium divaricatum",0.10,"D","NS","NS","NS","Forb","Annual","Exotic",
"Pigeon",2009,"PB-46-4","Holcus lanatus",0.20,"D","NS","NS","NS","Graminoid","Perennial","Exotic",
"Pigeon",2009,"PB-46-4","Hypericum perforatum",0.10,"D","NS","NS","NS","Forb","Perennial","Exotic",
"Pigeon",2009,"PB-46-4","Lichen",0.00,"D","NS","NS","NS","Substrate",,,
"Pigeon",2009,"PB-46-4","Litter",20.00,"D","NS","NS","NS","Substrate",,,
"Pigeon",2009,"PB-46-4","Lotus micranthus",0.50,"D","NS","NS","NS","Forb","Annual","Native",
"Pigeon",2009,"PB-46-4","Luzula comosa",1.30,"D","NS","NS","NS","Graminoid","Perennial","Native",
"Pigeon",2009,"PB-46-4","Madia gracilis",2.00,"D","NS","NS","NS","Forb","Annual","Native",
"Pigeon",2009,"PB-46-4","Moss",5.00,"D","NS","NS","NS","Substrate",,,
"Pigeon",2009,"PB-46-4","Myosotis discolor",0.60,"D","NS","NS","NS","Forb","Perennial","Exotic",
"Pigeon",2009,"PB-46-4","Parentucellia viscosa",0.10,"D","NS","NS","NS","Forb","Annual","Exotic",
"Pigeon",2009,"PB-46-4","Plectritis congesta",0.00,"D","NS","NS","NS","Forb","Annual","Native","Yes"
"Pigeon",2009,"PB-46-4","Rock",0.00,"D","NS","NS","NS","Substrate",,,
"Pigeon",2009,"PB-46-4","Rosa eglanteria",15.00,"D","NS","NS","NS","Shrub","Perennial","Exotic",
"Pigeon",2009,"PB-46-4","Rubus ursinus",3.00,"D","NS","NS","NS","Shrub","Perennial","Native",
"Pigeon",2009,"PB-46-4","Rumex acetosella",0.50,"D","NS","NS","NS","Forb","Perennial","Exotic",
"Pigeon",2009,"PB-46-4","Sherardia arvensis",6.00,"D","NS","NS","NS","Forb","Annual","Exotic",
"Pigeon",2009,"PB-46-4","Taraxacum laevigatum",0.70,"D","NS","NS","NS","Forb","Perennial","Exotic",
"Pigeon",2009,"PB-46-4","Taraxacum officinale",0.00,"D","NS","NS","NS","Forb","Perennial","Exotic",
"Pigeon",2009,"PB-46-4","Torilis arvensis",0.20,"D","NS","NS","NS","Forb","Annual","Exotic",
"Pigeon",2009,"PB-46-4","Trifolium dubium",0.10,"D","NS","NS","NS","Forb","Annual","Exotic",
"Pigeon",2009,"PB-46-4","Veronica arvensis",0.10,"D","NS","NS","NS","Forb","Annual","Exotic",
"Pigeon",2009,"PB-46-4","Vicia hirsuta",0.10,"D","NS","NS","NS","Forb","Annual","Exotic",
"Pigeon",2009,"PB-46-4","Vicia prob sativa",1.00,"D","NS","NS","NS","Forb","Annual","Exotic",
"Pigeon",2009,"PB-46-4","Vicia sativa",0.50,"D","NS","NS","NS","Forb","Annual","Exotic",
"Pigeon",2009,"PB-5-1","Agrostis",0.00,"R","NS","SD","2006","Graminoid","Perennial","Exotic",
"Pigeon",2009,"PB-5-1","Aira caryophyllea",0.00,"R","NS","SD","2006","Graminoid","Annual","Exotic",
"Pigeon",2009,"PB-5-1","Annual Bromus",0.30,"R","NS","SD","2006","Graminoid","Annual","Exotic",
"Pigeon",2009,"PB-5-1","Arrhenatherum elatius",8.00,"R","NS","SD","2006","Graminoid","Perennial","Exotic",
"Pigeon",2009,"PB-5-1","Bare Soil",0.00,"R","NS","SD","2006","Substrate",,,
"Pigeon",2009,"PB-5-1","Brodiaea",2.00,"R","NS","SD","2006","Forb","Perennial","Native",
"Pigeon",2009,"PB-5-1","Bromus carinatus",0.30,"R","NS","SD","2006","Graminoid","Perennial","Native",
"Pigeon",2009,"PB-5-1","Calystegia atriplicifolia",5.00,"R","NS","SD","2006","Forb","Perennial","Native",
"Pigeon",2009,"PB-5-1","Carex tumulicola",0.30,"R","NS","SD","2006","Graminoid","Perennial","Native",
"Pigeon",2009,"PB-5-1","Cerastium glomeratum",0.30,"R","NS","SD","2006","Forb","Annual","Exotic",
"Pigeon",2009,"PB-5-1","Danthonia californica",0.50,"R","NS","SD","2006","Graminoid","Perennial","Native","Yes"
"Pigeon",2009,"PB-5-1","Daucus carota",4.00,"R","NS","SD","2006","Forb","Perennial","Exotic",
"Pigeon",2009,"PB-5-1","Epilobium brachycarpum",0.00,"R","NS","SD","2006","Forb","Annual","Native",
